diagnosis_code,ccsr_default,ccsr_1,ccsr_2,ccsr_3,ccsr_4,ccsr_5,ccsr_6,mapping_type,relationship
G231,NVS006,NVS006,,,,,,direct,
G232,NVS006,NVS006,,,,,,direct,
G233,NVS006,NVS006,,,,,,automatic,Siblings
G238,NVS006,NVS006,,,,,,direct,
G239,NVS006,NVS006,,,,,,direct,
G240,INJ030,INJ030,,,,,,automatic,Children
G241,NVS006,NVS006,,,,,,direct,
G243,NVS006,NVS006,,,,,,direct,
G244,NVS006,NVS006,,,,,,direct,
G245,NVS006,NVS006,,,,,,direct,
G248,NVS006,NVS006,,,,,,direct,
G249,NVS006,NVS006,,,,,,direct,
G250,NVS006,NVS006,,,,,,direct,
G251,INJ030,INJ030,NVS006,,,,,direct,
G252,NVS006,NVS006,,,,,,direct,
G253,NVS006,NVS006,,,,,,direct,
G255,NVS006,NVS006,,,,,,direct,
G258,NVS006,NVS006,,,,,,automatic,Children
G259,NVS006,NVS006,,,,,,direct,
G300,NVS011,NVS011,,,,,,direct,
G301,NVS011,NVS011,,,,,,direct,
G308,NVS011,NVS011,,,,,,direct,
G309,NVS011,NVS011,,,,,,direct,
G312,MBD017,MBD017,NVS006,,,,,direct,
G318,NVS006,NVS006,,,,,,semi-automatic,Close
G319,NVS011,NVS006,NVS011,,,,,direct,
G359,NVS005,NVS005,,,,,,automatic,Parents
G360,NVS020,NVS020,,,,,,direct,
G369,NVS020,NVS020,,,,,,direct,
G372,NVS020,NVS020,,,,,,direct,
G373,NVS020,NVS020,,,,,,direct,
G378,NVS020,NVS020,,,,,,direct,
G379,NVS020,NVS020,,,,,,direct,
G400,NVS009,NVS009,,,,,,automatic,Children
G401,NVS009,NVS009,,,,,,automatic,Children
G402,NVS009,NVS009,,,,,,automatic,Children
G403,NVS009,NVS009,,,,,,automatic,Children
G404,NVS009,NVS009,,,,,,automatic,Children
G405,NVS009,NVS009,,,,,,automatic,Children
G406,NVS009,NVS009,,,,,,automatic,Cousins
G407,NVS009,NVS009,,,,,,automatic,Cousins
G408,NVS009,NVS009,,,,,,automatic,Children
G409,NVS009,NVS009,,,,,,automatic,Children
G410,NVS009,NVS009,,,,,,semi-automatic,Distant
G411,NVS009,NVS009,,,,,,semi-automatic,Distant
G412,NVS009,NVS009,,,,,,semi-automatic,Distant
G418,NVS009,NVS009,,,,,,semi-automatic,Distant
G419,NVS009,NVS009,,,,,,semi-automatic,Distant
G430,NVS010,NVS010,,,,,,automatic,Children
G431,NVS010,NVS010,,,,,,automatic,Children
G432,NVS010,NVS010,,,,,,automatic,Cousins
G433,NVS010,NVS010,,,,,,automatic,Cousins
G438,NVS010,NVS010,,,,,,automatic,Children
G439,NVS010,NVS010,,,,,,automatic,Children
G440,NVS010,NVS010,,,,,,automatic,Children
G441,NVS010,NVS010,,,,,,direct,
G442,NVS010,NVS010,,,,,,automatic,Children
G443,NVS010,NVS010,,,,,,automatic,Children
G444,INJ030,INJ030,NVS010,,,,,automatic,Children
G448,NVS010,NVS010,,,,,,automatic,Children
G450,NVS012,NVS012,,,,,,direct,
G451,NVS012,NVS012,,,,,,direct,
G453,NVS012,NVS012,,,,,,direct,
G454,NVS012,NVS012,,,,,,direct,
G458,NVS012,NVS012,,,,,,direct,
G459,NVS012,NVS012,,,,,,direct,
G463,NVS020,CIR024,NVS020,,,,,direct,
G464,NVS020,CIR024,NVS020,,,,,direct,
G470,NVS016,NVS016,,,,,,automatic,Children
G471,NVS016,NVS016,,,,,,automatic,Children
G472,NVS016,NVS016,,,,,,automatic,Children
G473,NVS016,NVS016,,,,,,automatic,Children
G474,NVS016,NVS016,,,,,,automatic,Children
G475,NVS016,NVS016,,,,,,automatic,Children
G476,NVS016,NVS016,,,,,,automatic,Children
G479,NVS016,NVS016,,,,,,direct,
G500,NVS017,NVS017,,,,,,direct,
G501,NVS017,NVS017,,,,,,direct,
G508,NVS017,NVS017,,,,,,direct,
G509,NVS017,NVS017,,,,,,direct,
G510,NVS017,NVS017,,,,,,direct,
G512,NVS017,NVS017,,,,,,direct,
G513,NVS017,NVS017,,,,,,direct,
G518,NVS017,NVS017,,,,,,direct,
G519,NVS017,NVS017,,,,,,direct,
G521,NVS017,NVS017,,,,,,direct,
G528,NVS017,NVS017,,,,,,direct,
G529,NVS017,NVS017,,,,,,direct,
G530,NVS017,NVS017,,,,,,automatic,Parents
G538,NVS017,NVS017,,,,,,automatic,Parents
G540,NVS017,NVS017,,,,,,direct,
G541,NVS017,NVS017,,,,,,direct,
G542,NVS017,NVS017,,,,,,direct,
G544,NVS017,NVS017,,,,,,direct,
G545,NVS017,NVS017,,,,,,direct,
G546,NVS017,NVS017,,,,,,direct,
G548,NVS017,NVS017,,,,,,direct,
G549,NVS017,NVS017,,,,,,direct,
G550,NVS017,NVS017,,,,,,automatic,Parents
G551,NVS017,NVS017,,,,,,automatic,Parents
G553,NVS017,NVS017,,,,,,automatic,Parents
G558,NVS017,NVS017,,,,,,automatic,Parents
G560,NVS017,NVS017,,,,,,automatic,Children
G561,NVS017,NVS017,,,,,,automatic,Children
G562,NVS017,NVS017,,,,,,automatic,Children
G563,NVS017,NVS017,,,,,,automatic,Children
G568,NVS017,NVS017,,,,,,automatic,Children
G569,NVS017,NVS017,,,,,,automatic,Children
G570,NVS017,NVS017,,,,,,automatic,Children
G571,NVS017,NVS017,,,,,,automatic,Children
G572,NVS017,NVS017,,,,,,automatic,Children
G573,NVS017,NVS017,,,,,,automatic,Children
G575,NVS017,NVS017,,,,,,automatic,Children
G576,NVS017,NVS017,,,,,,automatic,Children
G578,NVS017,NVS017,,,,,,automatic,Children
G579,NVS017,NVS017,,,,,,automatic,Children
G580,NVS017,NVS017,,,,,,direct,
G587,NVS017,NVS017,,,,,,direct,
G588,NVS017,NVS017,,,,,,direct,
G589,NVS017,NVS017,,,,,,direct,
G590,NVS017,NVS017,,,,,,automatic,Parents
G600,NVS015,NVS015,,,,,,direct,
G609,NVS015,NVS015,,,,,,direct,
G610,NVS015,NVS015,,,,,,direct,
G618,NVS015,NVS015,,,,,,automatic,Children
G619,NVS015,NVS015,,,,,,direct,
G620,INJ030,INJ030,NVS015,,,,,direct,
G621,NVS015,MBD017,NVS015,,,,,direct,
G628,NVS015,NVS015,,,,,,automatic,Children
G629,NVS015,NVS015,,,,,,direct,
G631,NVS015,NVS015,,,,,,automatic,Parents
G632,NVS015,NVS015,,,,,,automatic,Parents
G638,NVS015,NVS015,,,,,,automatic,Parents
G649,NVS020,NVS020,,,,,,automatic,Parents
G700,NVS018,NVS018,,,,,,automatic,Children
G708,NVS018,NVS018,,,,,,automatic,Children
G709,NVS018,NVS018,,,,,,direct,
G710,NVS018,NVS018,,,,,,direct,
G711,NVS018,NVS018,,,,,,automatic,Children
G713,NVS018,NVS018,,,,,,direct,
G719,NVS018,NVS018,,,,,,direct,
G720,INJ030,INJ030,NVS018,,,,,direct,
G723,NVS018,NVS018,,,,,,direct,
G728,NVS018,NVS018,,,,,,automatic,Children
G729,NVS018,NVS018,,,,,,direct,
G733,NVS018,NVS018,,,,,,direct,
G734,NVS018,NVS018,,,,,,automatic,Siblings
G800,NVS007,NVS007,,,,,,direct,
G801,NVS007,NVS007,,,,,,direct,
G802,NVS007,NVS007,,,,,,direct,
G803,NVS007,NVS007,,,,,,direct,
G808,NVS007,NVS007,,,,,,direct,
G809,NVS007,NVS007,,,,,,direct,
G811,NVS008,NVS008,,,,,,automatic,Children
G819,NVS008,NVS008,,,,,,automatic,Children
G820,NVS008,NVS008,,,,,,automatic,Cousins
G821,NVS008,NVS008,,,,,,automatic,Cousins
G822,NVS008,NVS008,,,,,,automatic,Children
G824,NVS008,NVS008,,,,,,automatic,Cousins
G825,NVS008,NVS008,,,,,,automatic,Children
G831,NVS008,NVS008,,,,,,automatic,Children
G832,NVS008,NVS008,,,,,,automatic,Children
G834,NVS008,NVS008,,,,,,direct,
G838,NVS008,NVS008,,,,,,automatic,Children
G839,NVS008,NVS008,,,,,,direct,
G900,NVS006,NVS006,,,,,,automatic,Children
G902,NVS019,NVS019,,,,,,direct,
G909,NVS020,NVS020,,,,,,direct,
G910,NVS020,NVS020,,,,,,direct,
G911,NVS020,NVS020,,,,,,direct,
G912,NVS020,NVS020,,,,,,direct,
G913,NVS020,NVS020,,,,,,direct,
G918,NVS020,NVS020,,,,,,direct,
G919,NVS020,NVS020,,,,,,direct,
G929,NVS020,INJ030,NVS020,,,,,direct,
G930,NVS020,NVS020,,,,,,direct,
G931,NVS013,NVS013,,,,,,direct,
G932,NVS020,NVS020,,,,,,direct,
G933,NVS020,NVS020,SYM007,,,,,direct,
G934,NVS020,NVS020,,,,,,automatic,Children
G935,NVS020,NVS020,,,,,,direct,
G936,NVS020,NVS020,,,,,,direct,
G939,NVS020,NVS020,,,,,,direct,
G941,NVS020,NVS020,,,,,,automatic,Parents
G942,NVS020,NVS020,,,,,,automatic,Parents
G950,NVS020,NVS020,,,,,,direct,
G951,NVS020,NVS020,,,,,,automatic,Children
G952,NVS020,NVS020,,,,,,automatic,Children
G958,NVS020,NVS020,,,,,,automatic,Children
G959,NVS020,NVS020,,,,,,direct,
G960,NVS020,NVS020,,,,,,direct,
G961,NVS020,NVS020,,,,,,automatic,Children
G968,NVS020,NVS020,,,,,,direct,
G969,NVS020,NVS020,,,,,,direct,
G970,NVS021,NVS021,,,,,,direct,
G971,NVS021,NVS021,,,,,,direct,
G972,NVS021,NVS021,,,,,,direct,
G979,NVS021,NVS021,,,,,,automatic,Siblings
G989,NVS020,NVS020,,,,,,automatic,Siblings
G992,NVS006,NVS006,,,,,,direct,
G998,NVS020,NVS020,,,,,,direct,
H000,EYE001,EYE001,,,,,,automatic,Children
H010,EYE001,EYE001,,,,,,automatic,Children
H019,EYE001,EYE001,EYE008,,,,,direct,
H020,EYE001,EYE001,EYE008,,,,,automatic,Children
H021,EYE001,EYE001,EYE008,,,,,automatic,Children
H022,EYE001,EYE001,EYE008,,,,,automatic,Children
H023,EYE008,EYE008,,,,,,automatic,Children
H024,EYE008,EYE008,,,,,,automatic,Children
H028,EYE008,EYE008,,,,,,automatic,Children
H029,EYE008,EYE008,,,,,,direct,
H042,EYE001,EYE001,EYE008,,,,,automatic,Children
H043,EYE008,EYE008,,,,,,automatic,Children
H044,EYE008,EYE008,,,,,,automatic,Children
H045,EYE008,EYE008,,,,,,automatic,Children
H050,EYE008,EYE008,,,,,,automatic,Children
H052,EYE008,EYE008,,,,,,automatic,Children
H058,EYE008,EYE008,,,,,,automatic,Children
H059,EYE008,EYE008,,,,,,direct,
H062,EYE008,EYE008,,,,,,semi-automatic,Distant
H101,EYE001,EYE001,,,,,,automatic,Children
H103,EYE001,EYE001,,,,,,automatic,Children
H109,EYE001,EYE001,,,,,,direct,
H110,EYE001,EYE001,,,,,,automatic,Children
H113,EYE001,EYE001,,,,,,automatic,Children
H119,EYE001,EYE001,,,,,,direct,
H160,EYE001,EYE001,,,,,,automatic,Children
H162,EYE001,EYE001,,,,,,automatic,Children
H168,EYE001,EYE001,,,,,,direct,
H169,EYE001,EYE001,,,,,,direct,
H171,EYE001,EYE001,,,,,,automatic,Children
H179,EYE001,EYE001,,,,,,direct,
H181,EYE001,EYE001,,,,,,automatic,Children
H182,EYE001,EYE001,,,,,,automatic,Children
H184,EYE001,EYE001,,,,,,automatic,Children
H185,EYE001,EYE001,,,,,,automatic,Children
H186,EYE001,EYE001,,,,,,automatic,Children
H189,EYE001,EYE001,,,,,,direct,
H191,EYE001,EYE001,,,,,,automatic,Extended Family
H200,EYE004,EYE004,,,,,,automatic,Children
H209,EYE004,EYE004,,,,,,direct,
H210,EYE012,EYE012,,,,,,automatic,Children
H251,EYE002,EYE002,,,,,,automatic,Children
H259,EYE002,EYE002,,,,,,direct,
H260,EYE002,EYE002,,,,,,automatic,Children
H261,EYE002,EYE002,,,,,,automatic,Children
H262,EYE002,EYE002,,,,,,automatic,Children
H264,EYE002,EYE002,,,,,,automatic,Children
H269,EYE002,EYE002,,,,,,direct,
H270,EYE002,EYE002,,,,,,automatic,Children
H271,EYE002,EYE002,,,,,,automatic,Children
H302,EYE004,EYE004,EYE005,,,,,automatic,Children
H308,EYE004,EYE004,EYE005,,,,,automatic,Children
H309,EYE004,EYE004,EYE005,,,,,automatic,Children
H314,EYE005,EYE005,,,,,,automatic,Children
H330,EYE005,EYE005,,,,,,automatic,Children
H332,EYE005,EYE005,,,,,,automatic,Children
H333,EYE005,EYE005,,,,,,automatic,Children
H334,EYE005,EYE005,,,,,,automatic,Children
H335,EYE005,EYE005,,,,,,automatic,Siblings
H340,EYE005,EYE005,,,,,,automatic,Children
H341,EYE005,EYE005,,,,,,automatic,Children
H342,EYE005,EYE005,,,,,,automatic,Children
H348,EYE005,EYE005,,,,,,automatic,Children
H349,EYE005,EYE005,,,,,,direct,
H350,EYE005,EYE005,,,,,,automatic,Children
H352,EYE005,EYE005,,,,,,automatic,Children
H353,EYE005,EYE005,,,,,,automatic,Children
H356,EYE005,EYE005,,,,,,automatic,Children
H359,EYE005,EYE005,,,,,,direct,
H360,EYE005,EYE005,,,,,,automatic,Parents
H400,EYE003,EYE003,,,,,,automatic,Children
H401,EYE003,EYE003,,,,,,automatic,Children
H402,EYE003,EYE003,,,,,,automatic,Children
H404,EYE003,EYE003,,,,,,automatic,Children
H405,EYE003,EYE003,,,,,,automatic,Children
H408,EYE003,EYE003,,,,,,automatic,Children
H409,EYE003,EYE003,,,,,,direct,
H430,EYE005,EYE005,,,,,,automatic,Children
H431,EYE005,EYE005,,,,,,automatic,Children
H432,EYE005,EYE005,,,,,,automatic,Children
H433,EYE005,EYE005,,,,,,automatic,Children
H438,EYE005,EYE005,,,,,,automatic,Children
H439,EYE005,EYE005,,,,,,direct,
H440,EYE004,EYE004,,,,,,automatic,Children
H441,EYE004,EYE004,,,,,,automatic,Children
H442,EYE012,EYE012,,,,,,automatic,Children
H445,EYE012,EYE012,,,,,,automatic,Children
H447,EYE012,EYE012,,,,,,automatic,Children
H448,EYE008,EYE008,,,,,,automatic,Children
H450,EYE005,EYE005,,,,,,semi-automatic,Distant
H469,EYE006,EYE006,,,,,,direct,
H470,EYE006,EYE006,,,,,,automatic,Children
H471,EYE006,EYE006,,,,,,automatic,Children
H490,EYE006,EYE006,EYE007,,,,,automatic,Children
H491,EYE006,EYE006,EYE007,,,,,automatic,Children
H492,EYE006,EYE006,EYE007,,,,,automatic,Children
H500,EYE007,EYE007,,,,,,automatic,Children
H501,EYE007,EYE007,,,,,,automatic,Children
H502,EYE007,EYE007,,,,,,automatic,Children
H503,EYE007,EYE007,,,,,,automatic,Children
H505,EYE007,EYE007,,,,,,automatic,Children
H506,EYE007,EYE007,,,,,,automatic,Children
H508,EYE007,EYE007,,,,,,automatic,Children
H509,EYE007,EYE007,,,,,,direct,
H512,EYE006,EYE006,,,,,,automatic,Children
H520,EYE009,EYE009,,,,,,automatic,Children
H521,EYE009,EYE009,,,,,,automatic,Children
H522,EYE009,EYE009,,,,,,automatic,Children
H531,EYE010,EYE010,,,,,,automatic,Children
H532,EYE010,EYE010,,,,,,direct,
H534,EYE010,EYE010,,,,,,automatic,Children
H538,EYE010,EYE010,,,,,,direct,
H539,EYE010,EYE010,,,,,,direct,
H540,EYE010,EYE010,,,,,,direct,
H544,EYE010,EYE010,,,,,,automatic,Children
H547,EYE010,EYE010,,,,,,direct,
H559,EYE012,EYE012,,,,,,automatic,Cousins
H570,EYE012,EYE012,,,,,,automatic,Children
H571,EYE012,EYE012,,,,,,automatic,Children
H578,EYE012,EYE012,,,,,,direct,
H579,EYE012,EYE012,,,,,,direct,
H598,EYE011,EYE011,,,,,,automatic,Children
H600,EAR006,EAR006,,,,,,automatic,Children
H601,EAR006,EAR006,,,,,,automatic,Children
H602,EAR006,EAR006,,,,,,automatic,Children
H603,EAR006,EAR006,,,,,,automatic,Children
H604,EAR006,EAR006,,,,,,automatic,Children
H605,EAR006,EAR006,,,,,,automatic,Children
H609,EAR006,EAR006,,,,,,automatic,Children
H610,EAR006,EAR006,,,,,,automatic,Children
H612,EAR006,EAR006,,,,,,automatic,Children
H613,EAR006,EAR006,,,,,,automatic,Children
H618,EAR006,EAR006,,,,,,automatic,Children
H620,EAR006,EAR006,,,,,,automatic,Cousins
H650,EAR001,EAR001,,,,,,automatic,Children
H652,EAR001,EAR001,,,,,,automatic,Children
H653,EAR001,EAR001,,,,,,automatic,Children
H654,EAR001,EAR001,,,,,,automatic,Children
H659,EAR001,EAR001,,,,,,automatic,Children
H660,EAR001,EAR001,,,,,,automatic,Children
H663,EAR001,EAR001,,,,,,automatic,Children
H664,EAR001,EAR001,,,,,,automatic,Children
H669,EAR001,EAR001,,,,,,automatic,Children
H681,EAR002,EAR002,,,,,,automatic,Children
H700,EAR002,EAR002,,,,,,automatic,Children
H709,EAR002,EAR002,,,,,,automatic,Children
H719,EAR002,EAR002,,,,,,automatic,Children
H720,EAR002,EAR002,,,,,,automatic,Children
H729,EAR002,EAR002,,,,,,automatic,Children
H738,EAR002,EAR002,,,,,,automatic,Children
H740,EAR002,EAR002,,,,,,automatic,Children
H741,EAR002,EAR002,,,,,,automatic,Children
H742,EAR002,EAR002,,,,,,automatic,Children
H743,EAR002,EAR002,,,,,,automatic,Children
H744,EAR002,EAR002,,,,,,automatic,Children
H801,EAR003,EAR003,,,,,,automatic,Children
H802,EAR003,EAR003,,,,,,automatic,Children
H809,EAR003,EAR003,,,,,,automatic,Children
H810,EAR003,EAR003,,,,,,automatic,Children
H811,EAR003,EAR003,,,,,,automatic,Children
H812,EAR003,EAR003,,,,,,automatic,Children
H813,EAR003,EAR003,,,,,,automatic,Children
H814,EAR003,EAR003,,,,,,direct,
H818,EAR003,EAR003,,,,,,automatic,Children
H819,EAR003,EAR003,,,,,,automatic,Children
H829,EAR003,EAR003,,,,,,direct,
H830,EAR003,EAR003,,,,,,automatic,Children
H831,EAR003,EAR003,,,,,,automatic,Children
H839,EAR003,EAR003,,,,,,automatic,Children
H900,EAR004,EAR004,,,,,,direct,
H901,EAR004,EAR004,,,,,,automatic,Children
H902,EAR004,EAR004,,,,,,direct,
H903,EAR004,EAR004,,,,,,direct,
H904,EAR004,EAR004,,,,,,automatic,Children
H905,EAR004,EAR004,,,,,,direct,
H906,EAR004,EAR004,,,,,,direct,
H908,EAR004,EAR004,,,,,,direct,
H911,EAR004,EAR004,,,,,,automatic,Children
H912,EAR004,EAR004,,,,,,automatic,Children
H919,EAR004,EAR004,,,,,,automatic,Children
H920,EAR006,EAR006,,,,,,automatic,Children
H922,EAR006,EAR006,,,,,,automatic,Children
H931,EAR006,EAR006,,,,,,automatic,Children
H938,EAR006,EAR006,,,,,,automatic,Children
H951,EAR005,EAR002,EAR005,,,,,automatic,Children
I009,CIR002,CIR002,INF003,,,,,automatic,Parents
I010,CIR002,CIR002,CIR006,,,,,direct,
I050,CIR001,CIR001,,,,,,direct,
I052,CIR001,CIR001,,,,,,direct,
I060,CIR001,CIR001,,,,,,direct,
I089,CIR001,CIR001,,,,,,direct,
I109,CIR007,CIR007,,,,,,automatic,Parents
I110,CIR019,CIR008,CIR019,,,,,direct,
I119,CIR008,CIR008,,,,,,direct,
I120,GEN003,CIR008,GEN003,,,,,direct,
I129,GEN003,CIR008,GEN003,,,,,direct,
I130,CIR019,CIR008,CIR019,GEN003,,,,direct,
I131,GEN003,CIR008,GEN003,,,,,automatic,Children
I132,GEN003,CIR008,CIR019,GEN003,,,,direct,
I139,GEN003,CIR008,CIR019,GEN003,,,,automatic,Siblings
I150,CIR008,CIR008,,,,,,direct,
I151,CIR008,CIR008,,,,,,direct,
I152,CIR008,CIR008,,,,,,direct,
I158,CIR008,CIR008,,,,,,direct,
I159,CIR008,CIR008,,,,,,direct,
I200,CIR011,CIR011,,,,,,direct,
I201,CIR011,CIR011,,,,,,direct,
I208,CIR011,CIR011,,,,,,direct,
I209,CIR011,CIR011,,,,,,direct,
I210,CIR009,CIR009,,,,,,automatic,Children
I211,CIR009,CIR009,,,,,,automatic,Children
I213,CIR009,CIR009,,,,,,direct,
I214,CIR009,CIR009,,,,,,direct,
I219,CIR009,CIR009,,,,,,direct,
I230,CIR010,CIR010,,,,,,direct,
I232,CIR010,CIR010,,,,,,direct,
I235,CIR010,CIR010,,,,,,direct,
I236,CIR010,CIR010,,,,,,direct,
I238,CIR010,CIR010,,,,,,direct,
I240,CIR011,CIR011,,,,,,direct,
I241,CIR010,CIR010,,,,,,direct,
I248,CIR011,CIR011,,,,,,direct,
I249,CIR011,CIR011,,,,,,direct,
I251,CIR011,CIR011,,,,,,automatic,Children
I252,CIR011,CIR011,,,,,,direct,
I254,CIR027,CIR027,,,,,,semi-automatic,Close
I255,CIR011,CIR005,CIR011,,,,,direct,
I256,CIR011,CIR011,,,,,,direct,
I258,CIR011,CIR011,,,,,,automatic,Children
I259,CIR011,CIR011,,,,,,direct,
I260,CIR013,CIR013,,,,,,automatic,Children
I269,CIR013,CIR013,,,,,,automatic,Children
I270,CIR014,CIR014,,,,,,direct,
I272,CIR014,CIR014,,,,,,direct,
I278,CIR014,CIR014,,,,,,automatic,Children
I279,CIR014,CIR014,,,,,,direct,
I280,CIR014,CIR014,,,,,,direct,
I289,CIR014,CIR014,,,,,,direct,
I300,CIR006,CIR006,,,,,,direct,
I301,CIR006,CIR006,,,,,,direct,
I308,CIR006,CIR006,,,,,,direct,
I309,CIR006,CIR006,,,,,,direct,
I311,CIR006,CIR006,,,,,,direct,
I312,CIR006,CIR006,,,,,,direct,
I313,CIR006,CIR006,,,,,,direct,
I318,CIR006,CIR006,,,,,,direct,
I319,CIR006,CIR006,,,,,,direct,
I321,CIR006,CIR006,,,,,,automatic,Parents
I328,CIR006,CIR006,,,,,,automatic,Parents
I330,CIR004,CIR004,,,,,,direct,
I339,CIR004,CIR004,,,,,,direct,
I340,CIR003,CIR003,,,,,,direct,
I341,CIR003,CIR003,,,,,,direct,
I342,CIR003,CIR003,,,,,,direct,
I348,CIR003,CIR003,,,,,,direct,
I349,CIR003,CIR003,,,,,,direct,
I350,CIR003,CIR003,,,,,,direct,
I351,CIR003,CIR003,,,,,,direct,
I352,CIR003,CIR003,,,,,,direct,
I358,CIR003,CIR003,,,,,,direct,
I359,CIR003,CIR003,,,,,,direct,
I361,CIR003,CIR003,,,,,,direct,
I368,CIR003,CIR003,,,,,,direct,
I369,CIR003,CIR003,,,,,,direct,
I370,CIR003,CIR003,,,,,,direct,
I371,CIR003,CIR003,,,,,,direct,
I372,CIR003,CIR003,,,,,,direct,
I379,CIR003,CIR003,,,,,,direct,
I389,CIR004,CIR004,,,,,,automatic,Parents
I390,CIR004,CIR004,,,,,,automatic,Parents
I398,CIR004,CIR004,,,,,,automatic,Parents
I400,CIR005,CIR005,,,,,,direct,
I401,CIR005,CIR005,,,,,,direct,
I409,CIR005,CIR005,,,,,,direct,
I410,CIR005,CIR005,,,,,,automatic,Parents
I411,CIR005,CIR005,,,,,,automatic,Parents
I420,CIR005,CIR005,,,,,,direct,
I421,CIR005,CIR005,,,,,,direct,
I422,CIR005,CIR005,,,,,,direct,
I425,CIR005,CIR005,,,,,,direct,
I426,CIR005,CIR005,MBD017,,,,,direct,
I428,CIR005,CIR005,,,,,,direct,
I429,CIR005,CIR005,,,,,,direct,
I430,CIR005,CIR005,,,,,,automatic,Parents
I440,CIR016,CIR016,,,,,,direct,
I441,CIR016,CIR016,,,,,,direct,
I442,CIR016,CIR016,,,,,,direct,
I443,CIR016,CIR016,,,,,,automatic,Children
I446,CIR016,CIR016,,,,,,automatic,Children
I447,CIR016,CIR016,,,,,,direct,
I450,CIR016,CIR016,,,,,,direct,
I451,CIR016,CIR016,,,,,,automatic,Children
I452,CIR016,CIR016,,,,,,direct,
I453,CIR016,CIR016,,,,,,direct,
I455,CIR016,CIR016,,,,,,direct,
I456,CIR016,CIR016,,,,,,direct,
I458,CIR016,CIR016,,,,,,automatic,Children
I459,CIR016,CIR016,,,,,,direct,
I460,CIR018,CIR018,,,,,,automatic,Siblings
I461,CIR018,CIR018,,,,,,automatic,Siblings
I469,CIR018,CIR018,,,,,,direct,
I470,CIR017,CIR017,,,,,,direct,
I471,CIR017,CIR017,,,,,,direct,
I472,CIR017,CIR017,,,,,,direct,
I478,CIR017,CIR017,,,,,,automatic,Siblings
I479,CIR017,CIR017,,,,,,direct,
I480,CIR017,CIR017,,,,,,direct,
I481,CIR017,CIR017,,,,,,direct,
I482,CIR017,CIR017,,,,,,direct,
I483,CIR017,CIR017,,,,,,direct,
I484,CIR017,CIR017,,,,,,direct,
I489,CIR017,CIR017,,,,,,automatic,Children
I490,CIR018,CIR018,,,,,,automatic,Children
I491,CIR017,CIR017,,,,,,direct,
I493,CIR017,CIR017,,,,,,direct,
I494,CIR017,CIR017,,,,,,automatic,Children
I495,CIR017,CIR017,,,,,,direct,
I498,CIR017,CIR017,,,,,,direct,
I499,CIR017,CIR017,,,,,,direct,
I500,CIR019,CIR019,,,,,,automatic,Siblings
I501,CIR019,CIR019,,,,,,direct,
I509,CIR019,CIR019,,,,,,direct,
I511,CIR015,CIR015,,,,,,direct,
I513,CIR015,CIR015,,,,,,direct,
I514,CIR005,CIR005,,,,,,direct,
I516,CIR015,CIR015,,,,,,semi-automatic,Close
I517,CIR015,CIR015,,,,,,direct,
I519,CIR015,CIR015,,,,,,direct,
I521,CIR015,CIR015,,,,,,automatic,Parents
I600,CIR021,CIR021,,,,,,automatic,Children
I601,CIR021,CIR021,,,,,,automatic,Children
I602,CIR021,CIR021,,,,,,direct,
I603,CIR021,CIR021,,,,,,automatic,Children
I604,CIR021,CIR021,,,,,,direct,
I605,CIR021,CIR021,,,,,,automatic,Children
I606,CIR021,CIR021,,,,,,direct,
I607,CIR021,CIR021,,,,,,direct,
I608,CIR021,CIR021,,,,,,direct,
I609,CIR021,CIR021,,,,,,direct,
I610,CIR021,CIR021,,,,,,direct,
I611,CIR021,CIR021,,,,,,direct,
I612,CIR021,CIR021,,,,,,direct,
I613,CIR021,CIR021,,,,,,direct,
I614,CIR021,CIR021,,,,,,direct,
I615,CIR021,CIR021,,,,,,direct,
I616,CIR021,CIR021,,,,,,direct,
I618,CIR021,CIR021,,,,,,direct,
I619,CIR021,CIR021,,,,,,direct,
I620,CIR021,CIR021,,,,,,automatic,Children
I621,CIR021,CIR021,,,,,,direct,
I629,CIR021,CIR021,,,,,,direct,
I630,CIR020,CIR020,,,,,,automatic,Children
I631,CIR020,CIR020,,,,,,automatic,Children
I632,CIR020,CIR020,,,,,,automatic,Children
I633,CIR020,CIR020,,,,,,automatic,Children
I634,CIR020,CIR020,,,,,,automatic,Children
I635,CIR020,CIR020,,,,,,automatic,Children
I636,CIR020,CIR020,,,,,,direct,
I638,CIR020,CIR020,,,,,,direct,
I639,CIR020,CIR020,,,,,,direct,
I649,CIR022,CIR022,,,,,,semi-automatic,Distant
I650,CIR023,CIR023,,,,,,automatic,Children
I651,CIR023,CIR023,,,,,,direct,
I652,CIR023,CIR023,,,,,,automatic,Children
I653,CIR023,CIR023,,,,,,automatic,Siblings
I658,CIR023,CIR023,,,,,,direct,
I659,CIR023,CIR023,,,,,,direct,
I660,CIR023,CIR023,,,,,,automatic,Children
I668,CIR023,CIR023,,,,,,direct,
I669,CIR023,CIR023,,,,,,direct,
I670,CIR027,CIR027,,,,,,direct,
I671,CIR024,CIR024,,,,,,direct,
I672,CIR024,CIR024,,,,,,direct,
I674,CIR008,CIR008,NVS020,,,,,direct,
I675,CIR024,CIR024,,,,,,direct,
I676,CIR024,CIR024,,,,,,direct,
I677,CIR024,CIR024,,,,,,direct,
I678,CIR024,CIR024,,,,,,automatic,Children
I679,CIR024,CIR024,,,,,,direct,
I680,CIR024,CIR024,,,,,,direct,
