diagnosis_code,ccsr_default,ccsr_1,ccsr_2,ccsr_3,ccsr_4,ccsr_5,ccsr_6,mapping_type,relationship
T859,INJ037,INJ037,,,,,,Semi-automatic,Close
T82701,INJ037,INJ037,,,,,,Manual,Distant
T82700,INJ037,INJ037,,,,,,Manual,Distant
T850,INJ037,INJ037,,,,,,Semi-automatic,Close
T851,INJ037,INJ037,,,,,,Semi-automatic,Close
T8742,INJ037,INJ037,,,,,,Direct,
T8746,INJ037,INJ037,,,,,,Automatic,Siblings
T8747,INJ037,INJ037,,,,,,Automatic,Siblings
T8748,INJ037,INJ037,,,,,,Automatic,Siblings
T8757,INJ037,INJ037,,,,,,Automatic,Siblings
T8762,INJ037,INJ037,,,,,,Automatic,Half-Siblings
T8766,INJ037,INJ037,,,,,,Semi-automatic,Distant
T8767,INJ037,INJ037,,,,,,Semi-automatic,Distant
T880,INJ037,INJ037,,,,,,Semi-automatic,Close
T881,INJ037,INJ037,,,,,,Semi-automatic,Close
T882,INJ037,INJ037,SYM003,,,,,Semi-automatic,Close
T884,INJ037,INJ037,,,,,,Semi-automatic,Close
T885,INJ037,INJ037,,,,,,Semi-automatic,Close
T886,INJ037,INJ037,,,,,,Semi-automatic,Close
T852,INJ037,INJ037,,,,,,Semi-automatic,Close
T887,INJ037,INJ037,,,,,,Semi-automatic,Close
T888,INJ037,INJ037,,,,,,Semi-automatic,Close
Q211,MAL001,MAL001,,,,,,Direct,
Q231,MAL001,MAL001,,,,,,Direct,
Q213,MAL001,MAL001,,,,,,Direct,
Q282,MAL001,MAL001,,,,,,Direct,
Q230,MAL001,MAL001,,,,,,Direct,
Q2738,MAL001,MAL001,,,,,,Automatic,Siblings
Q220,MAL001,MAL001,,,,,,Direct,
Q224,MAL001,MAL001,,,,,,Direct,
Q251,MAL001,MAL001,,,,,,Direct,
Q208,MAL001,MAL001,,,,,,Direct,
Q250,MAL001,MAL001,,,,,,Direct,
Q254,MAL001,MAL001,,,,,,Direct,
Q234,MAL001,MAL001,,,,,,Direct,
Q238,MAL001,MAL001,,,,,,Direct,
Q245,MAL001,MAL001,,,,,,Direct,
Q246,MAL001,MAL001,,,,,,Direct,
Q255,MAL001,MAL001,,,,,,Direct,
Q283,MAL001,MAL001,,,,,,Direct,
Q200,MAL001,MAL001,,,,,,Direct,
Q2031,MAL001,MAL001,,,,,,Automatic,Parents
Q2032,MAL001,MAL001,,,,,,Automatic,Parents
Q206,MAL001,MAL001,,,,,,Direct,
Q257,MAL001,MAL001,,,,,,Automatic,Children
Q263,MAL001,MAL001,,,,,,Direct,
Q266,MAL001,MAL001,,,,,,Direct,
Q2732,MAL001,MAL001,,,,,,Direct,
Q201,MAL001,MAL001,,,,,,Direct,
Q264,MAL001,MAL001,,,,,,Direct,
Q256,MAL001,MAL001,,,,,,Direct,
Q394,MAL002,MAL002,,,,,,Direct,
Q430,MAL002,MAL002,,,,,,Direct,
Q453,MAL002,MAL002,,,,,,Direct,
Q446,MAL002,MAL002,,,,,,Direct,
Q445,MAL002,MAL002,,,,,,Direct,
Q612,MAL003,MAL003,,,,,,Direct,
Q613,MAL003,MAL003,,,,,,Direct,
Q070,MAL004,MAL004,,,,,,Automatic,Children
Q039,MAL004,MAL004,,,,,,Direct,
Q059,MAL004,MAL004,,,,,,Direct,
Q061,MAL004,MAL004,,,,,,Direct,
Q063,MAL004,MAL004,,,,,,Direct,
Q046,MAL004,MAL004,,,,,,Direct,
Q048,MAL004,MAL004,,,,,,Direct,
Q850,MAL004,MAL004,,,,,,Automatic,Children
Q37,MAL006,MAL006,,,,,,Automatic,Children
Q336,MAL007,MAL007,,,,,,Direct,
Q320,MAL007,MAL007,,,,,,Direct,
Q339,MAL007,MAL007,,,,,,Direct,
Q311,MAL007,MAL007,,,,,,Direct,
Q796,MAL008,MAL008,,,,,,Direct,
Q780,MAL008,MAL008,,,,,,Direct,
Q764,MAL008,MAL008,,,,,,Automatic,Children
Q999,MAL009,MAL009,,,,,,Direct,
Q998,MAL009,MAL009,,,,,,Direct,
Q909,MAL009,MAL009,,,,,,Direct,
Q828,MAL010,MAL010,,,,,,Direct,
Q822,MAL010,MAL010,,,,,,Direct,
Q871,MAL010,MAL010,,,,,,Direct,
Q821,MAL010,MAL010,,,,,,Direct,
Q819,MAL010,MAL010,,,,,,Direct,
Q858,MAL010,MAL010,,,,,,Direct,
F29,MBD001,MBD001,,,,,,Direct,
F202,MBD001,MBD001,,,,,,Direct,
F209,MBD001,MBD001,,,,,,Direct,
F239,MBD001,MBD001,,,,,,Automatic,Parents
F200,MBD001,MBD001,,,,,,Direct,
F201,MBD001,MBD001,,,,,,Direct,
F233,MBD001,MBD001,,,,,,Automatic,Parents
F259,MBD001,MBD001,,,,,,Direct,
F228,MBD001,MBD001,,,,,,Automatic,Parents
F232,MBD001,MBD001,,,,,,Automatic,Parents
F24,MBD001,MBD001,,,,,,Direct,
F250,MBD001,MBD001,,,,,,Direct,
F252,MBD001,MBD001,,,,,,Automatic,Siblings
F062,MBD001,MBD001,,,,,,Direct,
F061,MBD001,MBD001,,,,,,Direct,
F220,MBD001,MBD001,,,,,,Automatic,Parents
F229,MBD001,MBD001,,,,,,Automatic,Parents
F238,MBD001,MBD001,,,,,,Automatic,Parents
F251,MBD001,MBD001,,,,,,Direct,
F208,MBD001,MBD001,,,,,,Automatic,Children
F21,MBD001,MBD001,MBD009,,,,,Direct,
F205,MBD001,MBD001,,,,,,Direct,
F28,MBD001,MBD001,,,,,,Direct,
F258,MBD001,MBD001,,,,,,Direct,
F322,MBD002,MBD002,,,,,,Direct,
F329,MBD002,MBD002,,,,,,Direct,
F328,MBD002,MBD002,,,,,,Direct,
F323,MBD002,MBD002,,,,,,Direct,
F339,MBD002,MBD002,,,,,,Direct,
F332,MBD002,MBD002,,,,,,Direct,
F321,MBD002,MBD002,,,,,,Direct,
F320,MBD002,MBD002,,,,,,Direct,
F338,MBD002,MBD002,,,,,,Direct,
F333,MBD002,MBD002,,,,,,Direct,
F341,MBD002,MBD002,,,,,,Direct,
F319,MBD003,MBD003,,,,,,Direct,
F309,MBD003,MBD003,,,,,,Direct,
F302,MBD003,MBD003,,,,,,Direct,
F312,MBD003,MBD003,,,,,,Direct,
F318,MBD003,MBD003,,,,,,Automatic,Children
F300,MBD003,MBD003,,,,,,Semi-automatic,Close
F311,MBD003,MBD003,,,,,,Automatic,Children
F314,MBD003,MBD003,,,,,,Direct,
F313,MBD003,MBD003,,,,,,Automatic,Children
F310,MBD003,MBD003,,,,,,Direct,
F348,MBD004,MBD004,,,,,,Direct,
F39,MBD004,MBD004,,,,,,Direct,
F381,MBD004,MBD004,,,,,,Semi-automatic,Distant
F388,MBD004,MBD004,,,,,,Semi-automatic,Distant
F063,MBD004,MBD004,,,,,,Semi-automatic,Close
F419,MBD005,MBD005,,,,,,Direct,
F410,MBD005,MBD005,,,,,,Direct,
F412,MBD005,MBD005,,,,,,Automatic,Siblings
F413,MBD005,MBD005,,,,,,Direct,
F411,MBD005,MBD005,,,,,,Direct,
F940,MBD005,MBD005,,,,,,Direct,
F408,MBD005,MBD005,,,,,,Direct,
F400,MBD005,MBD005,,,,,,Automatic,Children
F064,MBD005,MBD005,,,,,,Direct,
F431,MBD007,MBD007,,,,,,Automatic,Children
F445,MBD007,MBD007,,,,,,Direct,
F449,MBD007,MBD007,,,,,,Direct,
F439,MBD007,MBD007,,,,,,Direct,
F430,MBD007,MBD007,,,,,,Direct,
F432,MBD007,MBD007,,,,,,Automatic,Children
F448,MBD007,MBD007,,,,,,Automatic,Children
F447,MBD007,MBD007,,,,,,Direct,
F446,MBD007,MBD007,,,,,,Direct,
F440,MBD007,MBD007,,,,,,Direct,
F442,MBD007,MBD007,,,,,,Direct,
F444,MBD007,MBD007,,,,,,Direct,
F918,MBD008,MBD008,,,,,,Direct,
F919,MBD008,MBD008,,,,,,Direct,
F911,MBD008,MBD008,,,,,,Direct,
F910,MBD008,MBD008,,,,,,Direct,
F609,MBD009,MBD009,,,,,,Direct,
F603,MBD009,MBD009,,,,,,Direct,
F607,MBD009,MBD009,,,,,,Direct,
F628,MBD009,MBD009,,,,,,Semi-automatic,Distant
F688,MBD009,MBD009,,,,,,Direct,
F070,MBD009,MBD009,,,,,,Direct,
F629,MBD009,MBD009,,,,,,Semi-automatic,Distant
F600,MBD009,MBD009,,,,,,Direct,
F69,MBD009,MBD009,,,,,,Direct,
F608,MBD009,MBD009,,,,,,Automatic,Children
F500,MBD010,MBD010,,,,,,Automatic,Children
F509,MBD010,MBD010,,,,,,Direct,
F508,MBD010,MBD010,,,,,,Direct,
F505,MBD010,MBD010,,,,,,Automatic,Siblings
F502,MBD010,MBD010,,,,,,Direct,
F459,MBD011,MBD011,,,,,,Direct,
F454,MBD011,MBD011,,,,,,Automatic,Children
F450,MBD011,MBD011,,,,,,Direct,
F453,MBD011,MBD011,,,,,,Automatic,Siblings
F458,MBD011,MBD011,,,,,,Direct,
F451,MBD011,MBD011,,,,,,Direct,
F681,MBD011,MBD011,,,,,,Automatic,Children
F067,MBD013,MBD013,,,,,,Semi-automatic,Close
F072,MBD013,MBD013,,,,,,Semi-automatic,Close
F99,MBD013,MBD013,,,,,,Direct,
F989,MBD013,MBD013,,,,,,Direct,
F069,MBD013,MBD013,,,,,,Semi-automatic,Close
F079,MBD013,MBD013,,,,,,Direct,
F09,MBD013,MBD013,,,,,,Direct,
F642,MBD013,MBD013,,,,,,Direct,
F068,MBD013,MBD013,,,,,,Direct,
F55,MBD013,MBD013,,,,,,Automatic,Children
F480,MBD013,MBD013,,,,,,Semi-automatic,Close
F488,MBD013,MBD013,,,,,,Direct,
F538,MBD013,MBD013,,,,,,Automatic,Siblings
F54,MBD013,MBD013,,,,,,Direct,
F59,MBD013,MBD013,,,,,,Direct,
F531,MBD013,MBD013,,,,,,Direct,
F066,MBD013,MBD013,,,,,,Semi-automatic,Close
F82,MBD014,MBD014,,,,,,Direct,
F840,MBD014,MBD014,,,,,,Direct,
F841,MBD014,MBD014,,,,,,Automatic,Siblings
F819,MBD014,MBD014,,,,,,Direct,
F985,MBD014,MBD014,,,,,,Direct,
F845,MBD014,MBD014,,,,,,Direct,
F801,MBD014,MBD014,,,,,,Direct,
F952,MBD014,MBD014,,,,,,Direct,
F900,MBD014,MBD014,,,,,,Direct,
F848,MBD014,MBD014,,,,,,Direct,
F89,MBD014,MBD014,,,,,,Direct,
F100,MBD017,MBD017,,,,,,Semi-automatic,Distant
F102,MBD017,MBD017,,,,,,Semi-automatic,Close
F103,MBD017,MBD017,,,,,,Semi-automatic,Distant
F101,MBD017,MBD017,,,,,,Semi-automatic,Close
F106,MBD017,MBD017,,,,,,Semi-automatic,Distant
F108,MBD017,MBD017,,,,,,Semi-automatic,Distant
F109,MBD017,MBD017,,,,,,Automatic,Children
F104,MBD017,MBD017,,,,,,Semi-automatic,Distant
F107,MBD017,MBD017,,,,,,Semi-automatic,Distant
G312,MBD017,MBD017,NVS006,,,,,Direct,
F105,MBD017,MBD017,,,,,,Semi-automatic,Distant
F113,MBD018,MBD018,,,,,,Semi-automatic,Distant
F112,MBD018,MBD018,,,,,,Semi-automatic,Close
F110,MBD018,MBD018,,,,,,Semi-automatic,Distant
F111,MBD018,MBD018,,,,,,Semi-automatic,Close
F114,MBD018,MBD018,,,,,,Semi-automatic,Distant
F119,MBD018,MBD018,,,,,,Automatic,Children
F115,MBD018,MBD018,,,,,,Semi-automatic,Distant
F123,MBD019,MBD019,,,,,,Semi-automatic,Distant
F125,MBD019,MBD019,,,,,,Semi-automatic,Distant
F120,MBD019,MBD019,,,,,,Semi-automatic,Distant
F121,MBD019,MBD019,,,,,,Semi-automatic,Close
F122,MBD019,MBD019,,,,,,Semi-automatic,Close
F128,MBD019,MBD019,,,,,,Semi-automatic,Distant
F134,MBD020,MBD020,,,,,,Semi-automatic,Distant
F130,MBD020,MBD020,,,,,,Semi-automatic,Distant
F133,MBD020,MBD020,,,,,,Semi-automatic,Distant
F135,MBD020,MBD020,,,,,,Semi-automatic,Distant
F131,MBD020,MBD020,,,,,,Semi-automatic,Close
F132,MBD020,MBD020,,,,,,Semi-automatic,Close
F137,MBD020,MBD020,,,,,,Semi-automatic,Distant
F151,MBD021,MBD021,,,,,,Semi-automatic,Close
F140,MBD021,MBD021,,,,,,Semi-automatic,Distant
F141,MBD021,MBD021,,,,,,Semi-automatic,Close
F142,MBD021,MBD021,,,,,,Semi-automatic,Close
F144,MBD021,MBD021,,,,,,Semi-automatic,Distant
F143,MBD021,MBD021,,,,,,Semi-automatic,Distant
F150,MBD021,MBD021,,,,,,Semi-automatic,Distant
F153,MBD021,MBD021,,,,,,Semi-automatic,Distant
F159,MBD021,MBD021,,,,,,Automatic,Children
F155,MBD021,MBD021,,,,,,Semi-automatic,Distant
F145,MBD021,MBD021,,,,,,Semi-automatic,Distant
F148,MBD021,MBD021,,,,,,Semi-automatic,Distant
F154,MBD021,MBD021,,,,,,Semi-automatic,Distant
F146,MBD021,MBD021,,,,,,Semi-automatic,Distant
F160,MBD022,MBD022,,,,,,Semi-automatic,Distant
F163,MBD022,MBD022,,,,,,Semi-automatic,Distant
F165,MBD022,MBD022,,,,,,Semi-automatic,Distant
F182,MBD023,MBD023,,,,,,Semi-automatic,Close
F189,MBD023,MBD023,,,,,,Automatic,Children
F180,MBD023,MBD023,,,,,,Semi-automatic,Distant
F173,MBD024,MBD024,,,,,,Semi-automatic,Distant
F193,MBD025,MBD025,,,,,,Semi-automatic,Distant
F190,MBD025,MBD025,,,,,,Semi-automatic,Distant
F195,MBD025,MBD025,,,,,,Semi-automatic,Distant
F198,MBD025,MBD025,,,,,,Semi-automatic,Distant
F192,MBD025,MBD025,,,,,,Semi-automatic,Close
F191,MBD025,MBD025,,,,,,Semi-automatic,Close
F194,MBD025,MBD025,,,,,,Semi-automatic,Distant
F199,MBD025,MBD025,,,,,,Automatic,Children
F196,MBD025,MBD025,,,,,,Semi-automatic,Distant
M0091,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0116,MUS001,MUS001,,,,,,Automatic,Cousins
M0130,MUS001,MUS001,,,,,,Automatic,Cousins
M0098,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0099,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0006,MUS001,INF003,MUS001,,,,,Automatic,Children
M0005,MUS001,INF003,MUS001,,,,,Automatic,Children
M0096,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0150,MUS001,MUS001,,,,,,Automatic,Cousins
M0137,MUS001,MUS001,,,,,,Automatic,Cousins
M0093,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0094,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0156,MUS001,MUS001,,,,,,Automatic,Cousins
M0180,MUS001,MUS001,,,,,,Automatic,Cousins
M0184,MUS001,MUS001,,,,,,Automatic,Cousins
M0007,MUS001,INF003,MUS001,,,,,Automatic,Children
M0097,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0001,MUS001,INF003,MUS001,,,,,Automatic,Children
M0092,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0000,MUS001,INF003,MUS001,,,,,Direct,
M0081,MUS001,INF003,MUS001,,,,,Automatic,Children
M0083,MUS001,INF003,MUS001,,,,,Automatic,Children
M0085,MUS001,INF003,MUS001,,,,,Automatic,Children
M0086,MUS001,INF003,MUS001,,,,,Automatic,Children
M0090,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0095,MUS001,INF003,MUS001,,,,,Automatic,Parents
M0008,MUS001,INF003,MUS001,,,,,Direct,
M0021,MUS001,INF003,MUS001,,,,,Automatic,Children
M0023,MUS001,INF003,MUS001,,,,,Automatic,Children
M0025,MUS001,INF003,MUS001,,,,,Automatic,Children
M0080,MUS001,INF003,MUS001,,,,,Direct,
M0020,MUS001,INF003,MUS001,,,,,Direct,
M0027,MUS001,INF003,MUS001,,,,,Automatic,Children
M0026,MUS001,INF003,MUS001,,,,,Automatic,Children
M8685,MUS002,MUS002,,,,,,Automatic,Cousins
M8667,MUS002,MUS002,,,,,,Automatic,Children
M8668,MUS002,MUS002,,,,,,Direct,
M8697,MUS002,MUS002,,,,,,Automatic,Parents
M8699,MUS002,MUS002,,,,,,Automatic,Parents
M8617,MUS002,MUS002,,,,,,Automatic,Children
M8687,MUS002,MUS002,,,,,,Automatic,Cousins
M8698,MUS002,MUS002,,,,,,Automatic,Parents
M4628,MUS002,MUS002,,,,,,Direct,
M8686,MUS002,MUS002,,,,,,Automatic,Cousins
M8616,MUS002,MUS002,,,,,,Automatic,Children
M4625,MUS002,MUS002,,,,,,Direct,
M8615,MUS002,MUS002,,,,,,Automatic,Children
M8680,MUS002,MUS002,,,,,,Automatic,Cousins
M8681,MUS002,MUS002,,,,,,Automatic,Cousins
M8684,MUS002,MUS002,,,,,,Automatic,Cousins
M8688,MUS002,MUS002,,,,,,Automatic,Cousins
M8682,MUS002,MUS002,,,,,,Automatic,Cousins
M8660,MUS002,MUS002,,,,,,Direct,
M8664,MUS002,MUS002,,,,,,Automatic,Children
M8665,MUS002,MUS002,,,,,,Automatic,Children
M8607,MUS002,MUS002,,,,,,Automatic,Children
M8611,MUS002,MUS002,,,,,,Automatic,Children
M8612,MUS002,MUS002,,,,,,Automatic,Children
M8613,MUS002,MUS002,,,,,,Automatic,Children
M8691,MUS002,MUS002,,,,,,Automatic,Parents
M4629,MUS002,MUS002,,,,,,Automatic,Siblings
M8690,MUS002,MUS002,,,,,,Automatic,Parents
M8645,MUS002,MUS002,,,,,,Automatic,Children
M8696,MUS002,MUS002,,,,,,Automatic,Parents
M8647,MUS002,MUS002,,,,,,Automatic,Children
M8648,MUS002,MUS002,,,,,,Direct,
M8657,MUS002,MUS002,,,,,,Automatic,Children
M8666,MUS002,MUS002,,,,,,Automatic,Children
M8692,MUS002,MUS002,,,,,,Automatic,Parents
M8695,MUS002,MUS002,,,,,,Automatic,Parents
M8614,MUS002,MUS002,,,,,,Automatic,Children
M8618,MUS002,MUS002,,,,,,Direct,
M4620,MUS002,MUS002,,,,,,Direct,
M4622,MUS002,MUS002,,,,,,Direct,
M8693,MUS002,MUS002,,,,,,Automatic,Parents
M8694,MUS002,MUS002,,,,,,Automatic,Parents
M8619,MUS002,MUS002,,,,,,Direct,
M8625,MUS002,MUS002,,,,,,Automatic,Children
M8626,MUS002,MUS002,,,,,,Automatic,Children
M8627,MUS002,MUS002,,,,,,Automatic,Children
M8637,MUS002,MUS002,,,,,,Automatic,Children
M8644,MUS002,MUS002,,,,,,Automatic,Children
M8638,MUS002,MUS002,,,,,,Direct,
M8605,MUS002,MUS002,,,,,,Automatic,Children
M069,MUS003,MUS003,,,,,,Direct,
M061,MUS003,MUS003,,,,,,Direct,
M064,MUS003,MUS003,,,,,,Direct,
M058,MUS003,MUS003,,,,,,Automatic,Children
M059,MUS003,MUS003,,,,,,Direct,
M060,MUS003,MUS003,,,,,,Automatic,Children
M068,MUS003,MUS003,,,,,,Automatic,Children
M052,MUS003,CIR037,MUS003,,,,,Automatic,Children
M053,MUS003,MUS003,,,,,,Automatic,Children
M084,MUS004,MUS004,,,,,,Automatic,Children
M083,MUS004,MUS004,,,,,,Direct,
M082,MUS004,MUS004,,,,,,Automatic,Children
M088,MUS004,MUS004,,,,,,Automatic,Children
M080,MUS004,MUS004,,,,,,Automatic,Children
M198,MUS005,MUS005,,,,,,Manual,Cousins
M199,MUS006,MUS006,,,,,,Automatic,Children
M175,MUS006,MUS006,,,,,,Direct,
M191,MUS006,MUS006,,,,,,Automatic,Children
M179,MUS006,MUS006,,,,,,Direct,
M174,MUS006,MUS006,,,,,,Direct,
M171,MUS006,MUS006,,,,,,Automatic,Children
M150,MUS006,MUS006,,,,,,Direct,
M170,MUS006,MUS006,,,,,,Direct,
M173,MUS006,MUS006,,,,,,Automatic,Children
M160,MUS006,MUS006,,,,,,Direct,
M192,MUS006,MUS006,,,,,,Automatic,Children
M153,MUS006,MUS006,,,,,,Direct,
M158,MUS006,MUS006,,,,,,Direct,
M159,MUS006,MUS006,,,,,,Direct,
M172,MUS006,MUS006,,,,,,Direct,
M190,MUS006,MUS006,,,,,,Automatic,Children
M169,MUS006,MUS006,,,,,,Direct,
M165,MUS006,MUS006,,,,,,Automatic,Children
M167,MUS006,MUS006,,,,,,Direct,
M181,MUS006,MUS006,,,,,,Automatic,Children
M161,MUS006,MUS006,,,,,,Automatic,Children
M189,MUS006,MUS006,,,,,,Direct,
M180,MUS006,MUS006,,,,,,Direct,
M2503,MUS007,MUS007,,,,,,Automatic,Children
M1311,MUS007,MUS007,,,,,,Automatic,Children
M2502,MUS007,MUS007,,,,,,Automatic,Children
M2505,MUS007,MUS007,,,,,,Automatic,Children
M1317,MUS007,MUS007,,,,,,Automatic,Children
M2506,MUS007,MUS007,,,,,,Automatic,Children
M130,MUS007,MUS007,,,,,,Direct,
M2501,MUS007,MUS007,,,,,,Automatic,Children
M1316,MUS007,MUS007,,,,,,Automatic,Children
M1312,MUS007,MUS007,,,,,,Automatic,Children
M1313,MUS007,MUS007,,,,,,Automatic,Children
M1239,MUS007,MUS007,,,,,,Direct,
M1280,MUS007,MUS007,,,,,,Direct,
M2586,MUS007,MUS007,,,,,,Automatic,Children
M2546,MUS007,MUS007,,,,,,Automatic,Children
M1236,MUS007,MUS007,,,,,,Automatic,Children
M1287,MUS007,MUS007,,,,,,Automatic,Children
M2583,MUS007,MUS007,,,,,,Automatic,Children
M2585,MUS007,MUS007,,,,,,Automatic,Children
M1230,MUS007,MUS007,,,,,,Direct,
M148,MUS007,MUS007,,,,,,Automatic,Children
M364,MUS007,INJ031,MUS007,,,,,Direct,
M1392,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1397,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1398,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1399,MUS007,MUS007,,,,,,Automatic,Cousins
M2441,MUS007,MUS007,,,,,,Automatic,Children
M2442,MUS007,MUS007,,,,,,Automatic,Children
M2446,MUS007,MUS007,,,,,,Automatic,Children
M1390,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1391,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1318,MUS007,MUS007,,,,,,Automatic,Siblings
M1393,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M2547,MUS007,MUS007,,,,,,Automatic,Children
M2548,MUS007,MUS007,,,,,,Direct,
M1396,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M2509,MUS007,MUS007,,,,,,Automatic,Siblings
M2541,MUS007,MUS007,,,,,,Automatic,Children
M2542,MUS007,MUS007,,,,,,Automatic,Children
M2543,MUS007,MUS007,,,,,,Automatic,Children
M142,MUS007,MUS007,,,,,,Semi-automatic,Distant
M2322,MUS007,MUS007,,,,,,Automatic,Children
M2326,MUS007,MUS007,,,,,,Automatic,Children
M235,MUS007,MUS007,,,,,,Automatic,Children
M238,MUS007,MUS007,,,,,,Automatic,Children
M2431,MUS007,MUS007,,,,,,Automatic,Children
M2595,MUS007,MUS007,,,,,,Automatic,Parents
M2596,MUS007,MUS007,,,,,,Automatic,Parents
M1394,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1395,MUS007,MUS007,,,,,,Automatic,Half-Siblings
M1386,MUS007,MUS007,,,,,,Automatic,Children
M0320,MUS007,MUS007,,,,,,Semi-automatic,Distant
M1380,MUS007,MUS007,,,,,,Direct,
M1381,MUS007,MUS007,,,,,,Automatic,Children
M1383,MUS007,MUS007,,,,,,Automatic,Children
M1385,MUS007,MUS007,,,,,,Automatic,Children
M2578,MUS007,MUS007,,,,,,Direct,
M2580,MUS007,MUS007,,,,,,Direct,
M1314,MUS007,MUS007,,,,,,Automatic,Children
M1315,MUS007,MUS007,,,,,,Automatic,Children
M2544,MUS007,MUS007,,,,,,Automatic,Children
M2545,MUS007,MUS007,,,,,,Automatic,Children
M145,MUS007,MUS007,,,,,,Semi-automatic,Distant
M1319,MUS007,MUS007,,,,,,Automatic,Siblings
M2568,MUS007,MUS007,,,,,,Manual,Siblings
M8967,MUS007,MUS007,,,,,,Automatic,Children
M1388,MUS007,MUS007,,,,,,Direct,
M1387,MUS007,MUS007,,,,,,Automatic,Children
M0290,MUS008,MUS008,,,,,,Automatic,Parents
M074,MUS008,MUS008,,,,,,Automatic,Cousins
M0294,MUS008,MUS008,,,,,,Automatic,Parents
M0295,MUS008,MUS008,,,,,,Automatic,Parents
M0230,MUS008,MUS008,,,,,,Direct,
M075,MUS008,MUS008,,,,,,Automatic,Cousins
M073,MUS008,MUS008,,,,,,Automatic,Cousins
M0287,MUS008,MUS008,,,,,,Automatic,Children
M0296,MUS008,MUS008,,,,,,Automatic,Parents
M024,MUS008,MUS008,,,,,,Automatic,Siblings
M0286,MUS008,MUS008,,,,,,Automatic,Children
M0297,MUS008,MUS008,,,,,,Automatic,Parents
M0280,MUS008,MUS008,,,,,,Direct,
M0299,MUS008,MUS008,,,,,,Automatic,Parents
M0367,MUS008,MUS008,,,,,,Semi-automatic,Distant
M072,MUS008,MUS008,,,,,,Automatic,Cousins
M0236,MUS008,MUS008,,,,,,Automatic,Children
M779,MUS009,MUS009,,,,,,Direct,
M660,MUS009,MUS009,,,,,,Direct,
M6597,MUS009,MUS009,,,,,,Automatic,Parents
M752,MUS009,MUS009,,,,,,Automatic,Children
M6595,MUS009,MUS009,,,,,,Automatic,Parents
M753,MUS009,MUS009,,,,,,Automatic,Children
M6642,MUS009,MUS009,,,,,,Automatic,Half-Siblings
M6645,MUS009,MUS009,,,,,,Automatic,Half-Siblings
M712,MUS009,MUS009,,,,,,Automatic,Children
M778,MUS009,MUS009,,,,,,Direct,
M6513,MUS009,MUS009,,,,,,Automatic,Children
M6514,MUS009,MUS009,,,,,,Automatic,Children
M6583,MUS009,MUS009,,,,,,Automatic,Children
M6587,MUS009,MUS009,,,,,,Automatic,Children
M751,MUS009,MUS009,,,,,,Automatic,Children
M768,MUS009,MUS009,,,,,,Automatic,Siblings
M680,MUS009,MUS009,,,,,,Semi-automatic,Distant
M6594,MUS009,MUS009,,,,,,Automatic,Parents
M775,MUS009,MUS009,,,,,,Automatic,Children
M6596,MUS009,MUS009,,,,,,Automatic,Parents
M766,MUS009,MUS009,,,,,,Automatic,Children
M6745,MUS009,MUS009,,,,,,Automatic,Children
M6793,MUS009,MUS009,,,,,,Automatic,Children
M6517,MUS009,MUS009,,,,,,Automatic,Children
M6590,MUS009,MUS009,,,,,,Automatic,Parents
M6591,MUS009,MUS009,,,,,,Automatic,Parents
M6593,MUS009,MUS009,,,,,,Automatic,Parents
M6581,MUS009,MUS009,,,,,,Automatic,Children
M6647,MUS009,MUS009,,,,,,Automatic,Half-Siblings
M1226,MUS009,MUS009,,,,,,Automatic,Children
M769,MUS009,MUS009,,,,,,Direct,
M760,MUS009,MUS009,,,,,,Automatic,Children
M670,MUS009,MUS009,,,,,,Automatic,Children
M6526,MUS009,MUS009,,,,,,Automatic,Children
M6588,MUS009,MUS009,,,,,,Direct,
M6525,MUS009,MUS009,,,,,,Automatic,Children
M6580,MUS009,MUS009,,,,,,Direct,
M7961,MUS010,MUS010,,,,,,Semi-automatic,Distant
M7960,MUS010,MUS010,,,,,,Automatic,Children
M549,MUS010,MUS010,,,,,,Direct,
M2555,MUS010,MUS010,,,,,,Automatic,Children
M548,MUS010,MUS010,,,,,,Automatic,Children
M2551,MUS010,MUS010,,,,,,Automatic,Children
M2553,MUS010,MUS010,,,,,,Automatic,Children
M2554,MUS010,MUS010,,,,,,Automatic,Children
M2550,MUS010,MUS010,,,,,,Direct,
M546,MUS010,MUS010,,,,,,Direct,
M2556,MUS010,MUS010,,,,,,Automatic,Children
M7910,MUS010,MUS010,,,,,,Direct,
